	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
320159	2.13504420985543	2.25982007191296	-0.562147638243977	-2.82196771015694	2.14507527162711	0	-3.25671992901733	0.0316438360235224	0.818525165682498	0.00551410665556361	0	0	0	320159	Togaram2	chr17
78785	5.07294217214259	-1.2982281831325	-3.75449717334124	-2.45626899020874	-1.07430820147546	-10.3054834290417	-6.01203116372591	0.156374534347547	2.4818210248882e-06	0.000134431060909841	0	-1	-1	78785	Clip4	chr17
11682	0.287916057242276	-3.66209484960971	-6.33340370870032	-2.67130885909061	-3.38738587564665	-7.10282866282127	-3.1984934711808	0.00461958352473491	4.47198605575926e-05	0.00601541617522195	-1	-1	0	11682	Alk	chr17
383295	5.75423956629235	0.184380175584367	-0.147157499323736	-0.331537674908103	0	0	0	0.990427974560135	0.993084299669987	0.980836707639058	0	0	0	383295	Ypel5	chr17
77889	5.29805802172649	3.17256334219381	2.19341048338157	-0.97915285881224	10.9588250460241	6.36860253660863	0	1.52187546879827e-06	8.97362785324816e-05	0.542760312122701	1	1	0	77889	Lbh	chr17
225010	4.92074899690057	1.08709582329499	1.09341447213207	0.00631864883707944	0.522482173508972	0.566834411747286	0	0.307450507066012	0.29286347425926	0.999990143968493	0	0	0	225010	Lclat1	chr17
71685	-2.42781119111485	5.91876416958979	6.17336130428444	0.254597134694653	7.38832791528067	7.90237887799116	0	3.30227806893968e-05	2.01837351595818e-05	0.891414658846061	1	1	0	71685	Galnt14	chr17
57440	4.26268225325644	-0.876420173324758	1.08269284157617	1.95911301490093	0	0.212860071613129	2.61014318362611	0.631046652782752	0.418561112495211	0.0150240766181367	0	0	0	57440	Ehd3	chr17
22436	7.45208396139689	-4.06787089413369	-1.60231178479143	2.46555910934226	-9.00162129533743	-1.80824780080209	4.61041559982005	7.10643340086101e-06	0.0533125282920765	0.000773888810991249	-1	0	1	22436	Xdh	chr17
76890	5.68573763135989	0.000788001880918543	-1.09801412137711	-1.09880212325803	0	-0.66417128969979	-0.702994244582532	0.99999926459112	0.262240015836533	0.250585923925988	0	0	0	76890	Memo1	chr17
66310	4.26710397116141	0.457420189256659	0.0947554636006904	-0.362664725655969	0	0	0	0.996038195773831	0.999896247379997	0.998704684318967	0	0	0	66310	Dpy30	chr17
668773	3.44270097914661	-0.798590186257146	-0.879983650924442	-0.081393464667296	0	0	0	0.898305834676355	0.787254862415624	0.999960379505097	0	0	0	668773	Gm9349	NA
50850	5.43835804554409	-0.200008096320773	-0.078212353502046	0.121795742818727	0	0	0	0.99987714262193	0.999968393559745	0.999962273239717	0	0	0	50850	Spast	chr17
210148	3.69009876701888	-0.356802083358762	-0.51027313344765	-0.153471050088889	0	0	0	0.996879834942962	0.98925909131933	0.999613038451309	0	0	0	210148	Slc30a6	chr17
268973	-3.22935357138399	-3.04314436938578	-0.648464630255515	2.39467973913027	-3.36392900787487	0	2.44409138206882	0.00470020574824688	0.712953798314172	0.0196809983166926	-1	0	0	268973	Nlrc4	chr17
67864	5.82570478790902	-0.262006999888879	-0.549722336246757	-0.287715336357878	0	0	0	0.999917759178995	0.998046543328669	0.999933726932537	0	0	0	67864	Yipf4	chr17
12211	8.40583108665556	-0.00958063845921586	-0.132233315178887	-0.122652676719671	0	0	0	0.999996086330832	0.999931336293898	0.999966112145398	0	0	0	12211	Birc6	chr17
74196	4.86424723682629	0.16669790913649	0.279765472177489	0.113067563041	0	0	0	0.999155201175382	0.997900692498857	0.999612289885279	0	0	0	74196	Ttc27	chr17
268977	6.08116409096869	-1.72294015379487	-1.87606911015849	-0.15312895636362	-3.11911634936318	-3.77430520446954	0	0.00675085639864452	0.00250904537761472	0.99829125991822	-1	-1	0	268977	Ltbp1	chr17
240168	0.0266721670320552	0.0853513334776782	1.19866356816263	1.11331223468496	0	0.396424931123369	0.230188951645387	0.98093426041495	0.351908340781606	0.412933415075327	0	0	0	240168	Rasgrp3	chr17
72722	5.11868743625885	0.386102706500172	0.76429924815338	0.378196541653208	0	0	0	0.995120885870638	0.88154513346183	0.996132236549035	0	0	0	72722	Fam98a	chr17
50766	6.8498281669847	1.03263458133803	0.875571730312379	-0.157062851025652	0.285910974602295	0	0	0.390953096277001	0.846879686506953	0.999984565875737	0	0	0	50766	Crim1	chr17
225020	3.52076955870768	0.58289971165668	-0.0907312759494583	-0.673630987606138	0	0	0	0.980551397281671	0.999853342448264	0.960015032649203	0	0	0	225020	Fez2	chr17
100502824	-3.31255761434567	-0.771033489065629	-0.529928153116082	0.241105335949547	0	0	0	0.672755541817048	0.8151220311629	0.939770488944861	0	0	0	100502824	NA	NA
74199	-0.64480702337809	1.40579079509915	0.863756763408388	-0.542034031690765	0.570917003446318	0	0	0.29602979760547	0.590328496259693	0.763050686105997	0	0	0	74199	Vit	chr17
268980	5.29818625475125	-0.900995959787408	-0.364411609095159	0.536584350692249	0	0	0	0.735028800521425	0.99862579440046	0.994519974628494	0	0	0	268980	Strn	chr17
320473	5.26919975897604	0.478349282535437	0.23917293583211	-0.239176346703328	0	0	0	0.996952174191222	0.999725715924308	0.999785980748544	0	0	0	320473	Heatr5b	chr17
53951	3.61455805684788	0.398126182019818	-0.378370134176358	-0.776496316196176	0	0	0	0.996413611710431	0.997855718476051	0.898639163813364	0	0	0	53951	Gpatch11	chr17
625054	8.56367655618164	-0.732832646784018	-0.511123482767999	0.221709164016019	0	0	0	0.966000008391373	0.997681687864771	0.999930925334466	0	0	0	625054	Gm6548	chr17
19106	5.20299792472129	-0.396357640249501	-0.386507576051708	0.00985006419779388	0	0	0	0.995783163836486	0.996278223348159	0.99998147312782	0	0	0	19106	Eif2ak2	chr17
68554	1.63762431973105	-0.972464377648061	-1.49974260537147	-0.52727822772341	0	-2.35010822040774	0	0.547843434322065	0.0226861666520588	0.978289106613383	0	0	0	68554	Cebpzos	chr17
12607	6.15171865812524	0.171421304172349	0.562705936575787	0.391284632403438	0	0	0	0.999523036539174	0.984361729060914	0.997737651821321	0	0	0	12607	Cebpz	chr17
73694	3.51014838373446	0.306335220199514	-0.14869242751937	-0.455027647718885	0	0	0	0.998702826620788	0.999761867293595	0.995988687714141	0	0	0	73694	Ndufaf7	chr17
75292	6.4105455186927	-0.414455980194644	-0.396450486188002	0.0180054940066423	0	0	0	0.99954870209481	0.999629174696845	0.999998337366062	0	0	0	75292	Prkd3	chr17
70536	1.93216681305612	-3.46752515426184	-2.76654705981972	0.700978094442123	-8.31411100367272	-5.88780562374143	0	1.2872614801391e-05	0.000155596980790445	0.882432135137892	-1	-1	0	70536	Qpct	chr17
260409	5.74336049910881	-0.019325360806377	1.17435665953044	1.19368202033681	0	0.654521793149963	0.771384756648097	0.999488503140946	0.265201684688951	0.230874602056909	0	0	0	260409	Cdc42ep3	chr17
100502912	-1.35005246165741	-0.640542441067578	0.825532525344917	1.46607496641249	0	0	0.981456831198194	0.776860432323688	0.635756891561851	0.177323286148227	0	0	0	100502912	NA	NA
381110	2.07797828287776	1.74992490816261	3.09282777387518	1.34290286571257	4.06484733507282	10.3089875688845	1.6382657585973	0.00164695460211287	2.45552454443139e-06	0.069193955647606	1	1	0	381110	Rmdn2	chr17
100502965	-2.94805129589019	1.18547398517637	4.10719473201077	2.92172074683441	0.38147257608068	5.53615486761819	3.43497961056943	0.357088094002928	0.000242299979522036	0.00420610703366635	0	1	0	100502965	NA	NA
13078	5.513887380953	2.09881319558447	3.20922145264012	1.11040825705566	3.26025462300646	6.41630505837426	0.344914093709813	0.00543615815406851	8.5719841545551e-05	0.369410085453568	1	1	0	13078	Cyp1b1	chr17
56298	6.69367820935185	0.157377312094213	0.411784686672374	0.254407374578161	0	0	0	0.999956520604033	0.999440773253842	0.999933304274051	0	0	0	56298	Atl2	chr17
72692	6.18989106085006	0.747988619932499	0.706010246134391	-0.0419783737981083	0	0	0	0.943080581632818	0.964408217682601	0.999982623297828	0	0	0	72692	Hnrnpll	chr17
319625	3.61652552064149	-1.72427175079541	-1.24341112446754	0.480860626327871	-5.38638840903745	-1.79954783132028	0	0.00028345114519829	0.0540154929801746	0.998772921879516	-1	0	0	319625	Galm	chr17
225027	7.79209321220821	0.207012567462534	0.566177194523871	0.359164627061337	0	0	0	0.999898295185484	0.995618579482096	0.999745216279957	0	0	0	225027	Srsf7	chr17
67242	1.5648140098579	1.69870682255336	1.35224494942081	-0.346461873132543	2.85997045762766	1.52856831655085	0	0.0101162965576384	0.0816503298733984	0.985466805411982	1	0	0	67242	Gemin6	chr17
106794	5.16998368484611	-0.140069699533512	0.271406557827197	0.411476257360708	0	0	0	0.999876032425202	0.99956677271914	0.99877396653245	0	0	0	106794	Dhx57	chr17
378462	1.88505300397287	-0.352142607408477	-0.644707757140081	-0.292565149731604	0	0	0	0.99512788889705	0.952943858569219	0.997853892452488	0	0	0	378462	Morn2	chr17
20662	5.92525645032389	0.145162810681275	0.380563095587671	0.235400284906396	0	0	0	0.999917944538302	0.999214776919433	0.999868880214361	0	0	0	20662	Sos1	chr17
225028	6.79990712382611	0.376880279269358	-0.166905301465047	-0.543785580734405	0	0	0	0.999300777598308	0.999906550906688	0.997142826839711	0	0	0	225028	Map4k3	chr17
72167	1.28012837789571	0.265984108208113	-0.0162526375031082	-0.282236745711221	0	0	0	0.980005407791429	0.999240590289654	0.980421372262615	0	0	0	72167	Thumpd2	chr17
20541	1.19725346689847	6.00361946462142	6.8021689585909	0.79854949396948	12.6442690817602	14.3429161565576	0	5.19413870340592e-07	1.93159096809373e-07	0.666472599181814	1	1	0	20541	Slc8a1	chr17
625514	2.51085987807499	1.88142885736313	1.3915839341668	-0.489844923196332	4.40540001194259	2.09413862418534	0	0.00102146034887412	0.0340483897306613	0.982323997536034	1	0	0	625514	Gm6594	NA
106522	2.06162706049917	0.744074813393959	0.386169679014846	-0.357905134379113	0	0	0	0.867940213035767	0.992073212215905	0.992549020366523	0	0	0	106522	Pkdcc	chr17
78798	5.56285694858769	0.273719438767294	0.0627176876528477	-0.211001751114447	0	0	0	0.989449155361423	0.998480410718374	0.994763781772981	0	0	0	78798	Eml4	chr17
20463	6.41077034795123	-0.391036993675479	-0.441736584454839	-0.0506995907793595	0	0	0	0.999366062639967	0.998913194035603	0.999990371503138	0	0	0	20463	Cox7a2l	chr17
225030	-2.35084981681325	-0.533075706155353	-0.842992605544663	-0.30991689938931	0	0	0	0.770473705498463	0.603411368797224	0.882939452074932	0	0	0	225030	Kcng3	chr17
116871	5.64450096431242	-0.886395285275849	-1.23248675541818	-0.346091470142332	0	-1.6498342379676	0	0.777667890762333	0.0679853533223412	0.999520919777709	0	0	0	116871	Mta3	chr17
107766	-2.81486500979135	1.86393380309469	1.32638931611702	-0.537544486977665	1.33267523946477	0.528865068381462	0	0.109918816168318	0.307853384336868	0.7729382986556	0	0	0	107766	Haao	chr17
100503447	-2.66689706817735	-2.74871690998311	-2.5294301490465	0.21928676093661	-2.93866519362001	-2.58944569487536	0	0.00903717555410165	0.0156487457361846	0.9416800473761	-1	0	0	100503447	Gm19696	NA
12193	9.49674691077673	-0.446351398472332	1.16094868251623	1.60730008098856	0	0.81161419717469	3.32825471450517	0.988001904797778	0.219760094563155	0.00489385924564349	0	0	0	12193	Zfp36l2	chr17
240174	5.67898830644347	-0.357940043459766	-0.0681496285406054	0.28979041491916	0	0	0	0.998996008495007	0.999946151978288	0.999638862523417	0	0	0	240174	Thada	chr17
213556	6.6585919402796	0.313757667663952	1.32163773061138	1.00788006294742	0	1.66952471706704	0.0441008138917684	0.996659246509148	0.0659751631931461	0.482931095217203	0	0	0	213556	Plekhh2	chr17
213575	3.84860895014875	1.33452148930108	1.26303269132905	-0.0714887979720351	1.82017544126487	1.46577221482557	0	0.0523158817217472	0.0896497077761584	0.999730258643807	0	0	0	213575	Dync2li1	chr17
27409	-2.27283899882014	6.08477451261914	7.72695212070155	1.64217760808241	6.88023973069391	8.36916651337782	0.721960229142554	5.5943138670514e-05	1.37619662047228e-05	0.253519516190568	1	1	0	27409	Abcg5	chr17
67470	-3.21414639503707	2.85010656151358	3.42958613099322	0.579479569479648	3.02324130941391	3.94544444193112	0	0.00793181282686697	0.00199229987133096	0.747734817865699	1	1	0	67470	Abcg8	chr17
72416	6.06209787128577	0.118229480262415	0.0546672820349494	-0.0635621982274657	0	0	0	0.99993973107878	0.999975984116483	0.999981921372438	0	0	0	72416	Lrpprc	chr17
68531	-0.254278197281609	0.133990985766457	-0.0446388043243168	-0.178629790090774	0	0	0	0.993213102463376	0.998181056437186	0.991584188876165	0	0	0	68531	1110020A21Rik	chr17
19043	5.9107147162885	0.0895823858105098	0.343632403660006	0.254050017849496	0	0	0	0.999971641829055	0.999629962278115	0.999899632124916	0	0	0	19043	Ppm1b	chr17
20532	-0.633641647605148	0.185783686767572	0.31297365582226	0.127189969054688	0	0	0	0.98767383048625	0.974395113429399	0.992661353751588	0	0	0	20532	Slc3a1	chr17
213760	5.15532893098566	0.651447377872131	0.0372895666816095	-0.614157811190521	0	0	0	0.987894187056004	0.99999114246692	0.994096507357057	0	0	0	213760	Prepl	chr17
73582	2.30100333292744	-0.141526743534332	-0.0352187543850531	0.106307989149279	0	0	0	0.999356726273208	0.999875505991554	0.999630104706492	0	0	0	73582	Camkmt	chr17
78586	4.96557435892451	-0.0482882980542199	-0.135613488963363	-0.0873251909091435	0	0	0	0.999962129199534	0.999882144832948	0.999949919885957	0	0	0	78586	Srbd1	chr17
18754	4.43444775214604	-0.0155724654131495	-1.34765470172306	-1.33208223630991	0	-2.33140478210513	-2.26934093708104	0.999979306223235	0.023370019660381	0.0257923700354259	0	0	0	18754	Prkce	chr17
100038711	-2.47738050673536	1.18512247489866	2.71044026350455	1.52531778860589	0.361653493638143	3.04692358396998	0.931648786680794	0.364527070198124	0.00761936276201047	0.189747630820573	0	1	0	100038711	Gm10309	NA
13819	6.78378157256238	1.17084972638826	2.426622295043	1.25577256865474	0.842440841575874	6.97654366465226	1.35529772552432	0.211499354536287	4.67544161165157e-05	0.10540889817699	0	1	0	13819	Epas1	chr17
104215	7.46727443449614	-0.632345348948169	0.757629710573396	1.38997505952157	0	0	1.40305571579228	0.87252831492403	0.779791285350414	0.0983325585351238	0	0	0	104215	Rhoq	chr17
100503570	1.83156368789848	-1.60032582710436	1.11446337400072	2.71478920110508	-1.67621107202178	0.275729217359934	4.47482935874798	0.0653390600847097	0.395135672608125	0.00093237612806102	0	0	1	100503570	NA	NA
18701	2.57694052916468	0.707785547951046	0.686040713489528	-0.0217448344615185	0	0	0	0.898800748056143	0.918068854096226	0.999820562077436	0	0	0	18701	Pigf	chr17
56724	4.6288123644056	-0.178541332002355	-0.388376355371571	-0.209835023369216	0	0	0	0.99991863301794	0.999437601959997	0.999925171219534	0	0	0	56724	Cript	chr17
56468	6.92323169628762	0.496873348420478	0.459511816429057	-0.0373615319914213	0	0	0	0.975918144910375	0.981641081729855	0.999763192864187	0	0	0	56468	Socs5	chr17
193813	6.61017955077097	-0.423384458709046	0.0694532830171273	0.492837741726174	0	0	0	0.999477162656327	0.999987970224825	0.999247392709499	0	0	0	193813	Mcfd2	chr17
74597	0.279608992362338	-0.0355149750561903	0.795358439199355	0.830873414255545	0	0	0	0.999028487072311	0.76215648773587	0.726081162843528	0	0	0	74597	4833418N02Rik	chr17
225049	5.70182319568335	-0.930337394033208	0.138431465295113	1.06876885932832	0	0	0.40596219039079	0.646315649132165	0.999472763615099	0.347484330870364	0	0	0	225049	Ttc7	chr17
12314	8.54880695966141	0.78590263379021	0.950307444538177	0.164404810747968	0	0	0	0.943936577411645	0.654434876456481	0.999977620552798	0	0	0	12314	Calm2	chr17
17075	10.494964120867	-2.22083501697118	-2.04593604199886	0.174898974972328	-7.03124369670494	-6.00841347670605	0	4.41533394235576e-05	0.000134843053630711	0.999578669278711	-1	-1	0	17075	Epcam	chr17
17685	5.6087634715109	0.371967628221052	-0.12935887019066	-0.501326498411712	0	0	0	0.998768646019379	0.99988432116154	0.99678247469341	0	0	0	17685	Msh2	chr17
17688	5.05116853753721	1.61981846346058	1.32510934005563	-0.294709123404946	3.50224904653559	1.88627226524619	0	0.00375945907765253	0.047201686174726	0.998503858800086	1	0	0	17688	Msh6	chr17
225055	6.7421648244028	0.459716299778346	1.01010884848507	0.550392548706726	0	0.0486991294775727	0	0.984916108374786	0.481155453712931	0.976755643188382	0	0	0	225055	Fbxo11	chr17
14236	5.81632009117271	-0.224291133459808	0.205482186454666	0.429773319914474	0	0	0	0.994645339914326	0.995304656855108	0.982550531572913	0	0	0	14236	Foxn2	chr17
73825	4.83706240227749	-0.00469301318508819	-0.153419852400537	-0.148726839215449	0	0	0	0.999991716648608	0.999686970088709	0.999765418771124	0	0	0	73825	Ppp1r21	chr17
77057	4.64354749159155	1.62821454982164	0.311598736904383	-1.31661581291726	3.37449418828941	0	-1.7803775344544	0.00456103660676785	0.998202399540567	0.0556420603515546	1	0	0	77057	Ston1	chr17
18189	-1.22310959230761	2.62074808808944	4.07892548442115	1.45817739633172	5.21549734935287	8.83655964476864	1.24623549145615	0.000351791257311301	8.18843178956379e-06	0.123303060161627	1	1	0	18189	Nrxn1	chr17
76781	2.12253863301537	0.619932061700488	0.0976417426918741	-0.522290319008614	0	0	0	0.961306985318127	0.999690509830132	0.984795804851961	0	0	0	76781	Mettl4	chr17
77022	0.784083757099864	1.62980555867181	2.04243534181486	0.412629783143045	1.56801724124123	2.57399648407198	0	0.0770268438209691	0.0159207847479082	0.901956011793984	0	0	0	77022	2700099C18Rik	chr17
100038746	1.70977437481918	0.384386964104306	0.149708511554296	-0.23467845255001	0	0	0	0.994375813635009	0.999363419435397	0.998537224625022	0	0	0	100038746	Gm1976	chr17
100044193	-0.131565993222059	-1.48326127794028	-1.15423589387167	0.329025384068603	-1.53501733560145	-0.490279368053313	0	0.0808820317508982	0.31832825941351	0.978695292968831	0	0	0	100044193	Gm20939	chr17
12916	6.23688755518587	-1.4051051220206	-0.378616456349429	1.02648866567118	-1.48506535144896	0	0.103600144393862	0.087128106277811	0.974750887503075	0.459983262392225	0	0	0	12916	Crem	chr18
633947	0.19083096566614	-0.544682582608203	1.16180493050938	1.70648751311759	0	0.286491176084479	1.29828414030264	0.806507330610547	0.393058201715276	0.114913878895575	0	0	0	633947	Gm6225	chr18
71745	5.43183210412368	-0.218081452660423	0.193302566280674	0.411384018941097	0	0	0	0.997189279552583	0.997662982049206	0.990324940888105	0	0	0	71745	Cul2	chr18
68010	4.13692166035818	1.14238412444912	2.6585437103605	1.51615958591138	0.487496782340487	5.25307244765309	1.65406476912409	0.319251506196757	0.000335634316187996	0.0675646250405388	0	1	0	68010	Bambi	chr18
26410	4.51502737413358	-1.29166476854667	-0.675532145121885	0.616132623424784	-1.08511639142914	0	0	0.154100118978577	0.868070909977876	0.919200482234218	0	0	0	26410	Map3k8	chr18
73915	0.109206704885819	0.446403613377203	0.340216712635821	-0.106186900741382	0	0	0	0.9425196156547	0.969878462125874	0.99370144503168	0	0	0	73915	4833419F23Rik	chr18
67440	5.14697442356109	-0.570491999279509	-0.711147464911336	-0.140655465631827	0	0	0	0.979135239567959	0.930227111998504	0.999672602906539	0	0	0	67440	Mtpap	chr18
240185	5.10801008716934	0.421118562885956	0.218988924747007	-0.202129638138949	0	0	0	0.995572741366877	0.999306293009369	0.999496519307385	0	0	0	240185	Jcad	chr18
225115	8.62637579172167	0.530368924543153	-0.669151747121548	-1.1995206716647	0	0	-1.07016353785745	0.977174504466699	0.929393888131363	0.157240304861568	0	0	0	225115	Svil	chr18
240186	1.68442856370607	-0.67094839064411	-0.482250412705217	0.188697977938893	0	0	0	0.829449618922746	0.92714721159963	0.987653168968881	0	0	0	240186	Zfp438	chr18
21417	1.23322842138202	-0.238594166866074	0.872625174061106	1.11121934092718	0	0	0.291651362405976	0.967165210216431	0.624259777988809	0.389067069776645	0	0	0	21417	Zeb1	chr18
75415	5.237900031948	-0.910337778589862	-0.766471440358544	0.143866338231319	0	0	0	0.734961253351396	0.938108957941132	0.999945315612175	0	0	0	75415	Arhgap12	chr18
16573	8.09024252925396	-0.111278351371866	-0.0520346458433343	0.059243705528532	0	0	0	0.998606767820258	0.999385656049647	0.99955903502727	0	0	0	16573	Kif5b	chr18
13831	6.47208541778334	-0.44172106039285	-0.0579250579256883	0.383796002467162	0	0	0	0.998342899939562	0.999969472042892	0.999406845850535	0	0	0	13831	Epc1	chr18
19330	7.72484452838956	0.173170275088461	-0.103865463045466	-0.277035738133927	0	0	0	0.999830353448834	0.999914902079106	0.999733771878725	0	0	0	19330	Rab18	chr18
210719	2.04657520206537	-0.357748201610883	2.23813333292508	2.59588153453596	0	4.08157378389405	5.46705842067406	0.98428788733865	0.00160985636064404	0.000257242620237783	0	1	1	210719	Mkx	chr18
75739	5.68288305604903	-0.833364357803988	-1.03035578552951	-0.196991427725519	0	-0.208152735657709	0	0.856371628006152	0.420047056639957	0.999852201372197	0	0	0	75739	Mpp7	chr18
225131	7.17804022299996	-0.225453872691933	0.264684043138539	0.490137915830472	0	0	0	0.999458153326285	0.999236723290677	0.995892673699965	0	0	0	225131	Wac	chr18
14370	3.47088034938097	0.96536125390555	1.5882034126159	0.622842158710345	0	1.56030701863371	0	0.536681216461203	0.0779035903454367	0.82630310831685	0	0	0	14370	Fzd8	chr18
67974	6.52793319898115	-0.73210549890231	-0.14816732540101	0.583938173501299	0	0	0	0.977457136769344	0.99997499459586	0.997973811408883	0	0	0	67974	Ccny	chr18
140792	1.04235153853041	-0.635248550036035	0.851358337068069	1.4866068871041	0	0	1.28026572019045	0.824196333441211	0.642274573553153	0.117495986537936	0	0	0	140792	Colec12	chr18
225160	5.59582684859191	-0.0701806078295482	0.277302539622509	0.347483147452057	0	0	0	0.998118018685387	0.988762854819829	0.985946148699269	0	0	0	225160	Thoc1	chr18
59025	6.02724461529968	0.248017861513226	0.399679156405325	0.151661294892099	0	0	0	0.999669840207767	0.998629718790546	0.999912999150067	0	0	0	59025	Usp14	chr18
19877	7.06211896564697	0.0666416721702436	0.314429628238997	0.247787956068754	0	0	0	0.998867713489933	0.99021924741206	0.995806945364087	0	0	0	19877	Rock1	chr18
100504736	-2.34999396260382	-1.16636335958293	-0.315882973447652	0.850480386135276	-0.306593827394742	0	0	0.38515349450277	0.897532922933081	0.614071973611765	0	0	0	100504736	NA	NA
381157	2.12858850595123	-0.627262763598824	-1.06470481618935	-0.43744205259053	0	-0.346110548107078	0	0.955109265393651	0.36890782286003	0.993587283471883	0	0	0	381157	Greb1l	chr18
621832	-1.18013820400237	0.672872153807985	0.838961274436785	0.1660891206288	0	0	0	0.829118125880726	0.684277512906212	0.985926584803035	0	0	0	621832	Nutf2-ps2	NA
77805	4.96122553709236	-0.745218376916342	-0.352228845316885	0.392989531599457	0	0	0	0.785711962878688	0.967827908338519	0.966660396100007	0	0	0	77805	Esco1	chr18
20641	4.62601331482812	0.335484633859145	0.410304280437418	0.0748196465782733	0	0	0	0.998704039783574	0.997552228416476	0.999918904545879	0	0	0	20641	Snrpd1	chr18
106861	2.33571931696313	0.831651964023806	1.49644444337299	0.664792479349181	0	2.82170341927621	0	0.821949294782124	0.0107425888127503	0.951529231728949	0	1	0	106861	Abhd3	chr18
225164	6.13154182259681	0.208151764947508	0.706940243721901	0.498788478774393	0	0	0	0.998657762986505	0.919462096646404	0.989013797556068	0	0	0	225164	Mib1	chr18
14465	-1.6813897843178	-0.153392111992602	0.747056443453726	0.900448555446328	0	0	0	0.96312534192539	0.692495348379558	0.581559604273376	0	0	0	14465	Gata6	chr18
225182	5.40783052819467	1.04220786918075	1.73117117614925	0.688963306968509	0.24728796903972	4.23175283194085	0	0.40532722596794	0.00130034926341927	0.951692350738878	0	1	0	225182	Rbbp8	chr18
621998	-2.64115220506847	2.00831542425237	1.82000619564806	-0.18830922860431	1.51617673304434	1.27347429978875	0	0.084043119583581	0.119622656777618	0.924739782858257	0	0	0	621998	Gm6277	chr18
63955	3.09151669791436	1.14796705596216	1.8555314238462	0.707564367884045	0.481016860322046	2.69063466884325	0	0.321469894093141	0.0132184418584847	0.804117107838046	0	0	0	63955	Cables1	chr18
338363	1.72793527051324	-1.14931122907579	-1.44212182661797	-0.292810597542188	-0.609395127508575	-1.85359726465068	0	0.279240195428022	0.0496699879682692	0.994298761505723	0	0	0	338363	Tmem241	chr18
66878	7.4156268950539	-1.32836559434465	-1.27095794247404	0.0574076518706033	-1.87971879208804	-1.54719835469031	0	0.0476868168872987	0.0793999563299874	0.999901137464528	0	0	0	66878	Riok3	chr18
76482	4.81665564145292	-0.141763279039814	0.225929847677435	0.367693126717249	0	0	0	0.998532254208943	0.997013637874794	0.992815497769772	0	0	0	76482	Rmc1	chr18
18145	6.31116551540444	0.0906041571078537	0.450177783215197	0.359573626107343	0	0	0	0.99993427753535	0.99775175007413	0.999406239808281	0	0	0	18145	Npc1	chr18
225187	1.55384792494425	3.12465996986674	2.98240881076426	-0.142251159102479	7.58891714251716	7.3973422700356	0	2.53617289930701e-05	3.05864211321899e-05	0.992258408849733	1	1	0	225187	Ankrd29	chr18
16774	7.44430337848013	3.73082774929758	4.17592435044076	0.44509660114318	12.1540456840218	14.12067195932	0	6.75404979587079e-07	2.04715700053277e-07	0.988533651183549	1	1	0	16774	Lama3	chr18
72747	2.97274138932978	3.24778230650806	2.03458565801636	-1.2131966484917	11.714463243598	6.22060472476473	-1.10246222625631	8.99549653170835e-07	0.000105857681512463	0.150498996847152	1	1	0	72747	Ttc39c	chr18
71132	0.771051352136309	0.0352496340576779	0.835271958974887	0.800022324917209	0	0	0	0.998319722048018	0.697724707460838	0.737070381377068	0	0	0	71132	Cabyr	chr18
64291	5.24304735224299	-1.28747357366784	0.0402136444595218	1.32768721812736	-2.03579201207824	0	2.42722846387577	0.0373321965365349	0.999971136447742	0.0200674764355345	0	0	0	64291	Osbpl1a	chr18
16210	4.49811477682777	0.231777990392351	0.583231918243609	0.351453927851257	0	0	0	0.998218062338832	0.969258393240749	0.995956147985418	0	0	0	16210	Impact	chr18
225207	3.70344405364611	0.344476688192826	1.23038262112767	0.885905932934848	0	0.950726399228045	0	0.98953168522505	0.184219214219325	0.67772321889565	0	0	0	225207	Zfp521	chr18
268996	6.57213829191742	0.601267904231712	0.856258227863969	0.254990323632257	0	0	0	0.994030391653513	0.85959634888853	0.999917396666983	0	0	0	268996	Ss18	chr18
72504	6.91043119746865	0.829419124226455	1.7905642518608	0.961145127634342	0	3.08063726297625	0	0.738752226351331	0.0071666291209209	0.563143642914427	0	1	0	72504	Taf4b	chr18
106931	6.17730321779604	0.886014561049295	1.1263844237671	0.240369862717803	0	0.900769008833684	0	0.780320408679195	0.196464972771793	0.999826695582842	0	0	0	106931	Kctd1	chr18
74456	-0.528848019110657	-1.26552686423427	0.258529179764334	1.52405604399861	-0.824983730865665	0	1.648284654449	0.216192740432538	0.972935173799609	0.0681639170492396	0	0	0	74456	4933424G05Rik	chr18
11829	-3.30461618778447	1.95626147541433	2.17686594248919	0.220604467074858	1.09284066221363	1.3505901999706	0	0.157015123498983	0.109162647918299	0.899906226073677	0	0	0	11829	Aqp4	chr18
71367	0.532503176393017	3.1577581918962	2.89286760196864	-0.264890589927561	4.81776282620223	4.4620495300673	0	0.000591345478234109	0.000950834027569877	0.93364010356426	1	1	0	71367	Chst9	chr18
12558	1.67899169934243	4.98806145710677	4.86008472859779	-0.127976728508987	8.21109923695066	8.6093029067874	0	1.46040715152133e-05	1.01679076858274e-05	0.964192069519665	1	1	0	12558	Cdh2	chr18
